trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
414,False,"{'a': 0.002, 'e': 0.4377969765169596}",20,13,-5.058310243974912,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.002, 'e': 0.43692225757444114}",20,0,0.28806831159686297,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
416,False,"{'a': 0.002, 'e': 0.43604928632153556}",25,0,-128.8286939133324,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
417,False,"{'a': 0.002, 'e': 0.43517805926635666}",20,0,13.938629252303377,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
418,False,"{'a': 0.002, 'e': 0.4343085729239951}",25,7,-27.402182229034118,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
419,False,"{'a': 0.002, 'e': 0.4334408238165043}",30,15,12.715655187467615,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.002, 'e': 0.43257480847288665}",25,9,35.092440593798344,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.002, 'e': 0.43171052342907973}",25,18,3.555859124166771,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.002, 'e': 0.43084796522794205}",20,6,-17.159614542847326,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
423,False,"{'a': 0.002, 'e': 0.4299871304192398}",35,16,14.724969606526233,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.002, 'e': 0.42912801555963254}",25,11,11.628725404097839,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.002, 'e': 0.4282706172126597}",20,0,0.8836544063976771,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
426,False,"{'a': 0.002, 'e': 0.4274149319487267}",20,10,-2.7687302821363895,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.002, 'e': 0.4265609563450914}",20,0,-80.42108072173764,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
428,False,"{'a': 0.002, 'e': 0.4257086869858502}",20,8,-22.588487986604438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
429,False,"{'a': 0.002, 'e': 0.42485812046192456}",25,0,-10.078420381991439,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
430,False,"{'a': 0.002, 'e': 0.4240092533710473}",35,22,-13.618879136480963,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
431,False,"{'a': 0.002, 'e': 0.4231620823177488}",20,10,14.346519907778335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.002, 'e': 0.42231660391334386}",25,16,-10.671195490767799,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
433,False,"{'a': 0.002, 'e': 0.42147281477591764}",20,0,-112.90792346626998,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
434,False,"{'a': 0.002, 'e': 0.42063071153031245}",25,2,-26.595830309641652,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 0}",1
435,False,"{'a': 0.002, 'e': 0.41979029080811425}",20,0,-87.02230750441089,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
436,False,"{'a': 0.002, 'e': 0.418951549247639}",20,10,-28.248052792082927,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
437,False,"{'a': 0.002, 'e': 0.41811448349391933}",25,8,16.937777416771873,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.002, 'e': 0.41727909019869114}",30,0,-68.23586296851093,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
439,False,"{'a': 0.002, 'e': 0.41644536602038007}",30,19,10.533167742578405,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.002, 'e': 0.4156133076240884}",25,0,-40.17094881681087,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
441,False,"{'a': 0.002, 'e': 0.4147829116815814}",30,0,-29.539439330533575,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
442,False,"{'a': 0.002, 'e': 0.4139541748712741}",30,12,-44.28016815118255,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 0}",1
443,False,"{'a': 0.002, 'e': 0.4131270938782182}",25,8,-58.19318033208487,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 1}",1
444,False,"{'a': 0.002, 'e': 0.41230166539408875}",25,0,-16.79843787786595,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
445,False,"{'a': 0.002, 'e': 0.41147788611717057}",20,12,-22.991047100007464,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
446,False,"{'a': 0.002, 'e': 0.4106557527523455}",20,10,-56.267934478655704,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
447,False,"{'a': 0.002, 'e': 0.40983526201107895}",20,2,-15.759163510987872,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
448,False,"{'a': 0.002, 'e': 0.4090164106114069}",25,0,-38.039662875015786,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
449,False,"{'a': 0.002, 'e': 0.4081991952779227}",20,9,18.199942537639853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.002, 'e': 0.4073836127417638}",30,0,-4.484191217993526,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
451,False,"{'a': 0.002, 'e': 0.4065696597405991}",20,11,-36.67503117990185,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
452,False,"{'a': 0.002, 'e': 0.40575733301861544}",25,9,-92.95861663580403,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
453,False,"{'a': 0.002, 'e': 0.4049466293265049}",25,0,24.245387352077593,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
454,False,"{'a': 0.002, 'e': 0.4041375454214515}",35,17,-25.754972751978784,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
455,False,"{'a': 0.002, 'e': 0.40333007806711874}",25,10,-12.57920678228793,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
456,False,"{'a': 0.002, 'e': 0.40252422403363597}",20,0,-23.051401261617126,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
457,False,"{'a': 0.002, 'e': 0.401719980097586}",25,3,-6.776186438174422,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
458,False,"{'a': 0.002, 'e': 0.4009173430419921}",20,3,-20.01726863453818,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
459,False,"{'a': 0.002, 'e': 0.40011630965630496}",30,3,-88.80620647759423,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 2}",1
460,False,"{'a': 0.002, 'e': 0.3993168767363899}",20,0,-32.033544971511205,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
461,False,"{'a': 0.002, 'e': 0.39851904108451414}",20,12,13.649007256486867,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.002, 'e': 0.39772279950933415}",30,11,5.30509823431869,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
463,False,"{'a': 0.002, 'e': 0.39692814882588245}",20,5,-13.353404296808481,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
464,False,"{'a': 0.002, 'e': 0.39613508585555535}",25,0,2.2777817167996997,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
465,False,"{'a': 0.002, 'e': 0.3953436074260998}",25,0,-79.33801455495814,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
466,False,"{'a': 0.002, 'e': 0.3945537103716011}",20,0,-31.05978535983411,"{0: 15, 1: 3, 2: 0, 3: 2, 4: 0}",0
467,False,"{'a': 0.002, 'e': 0.39376539153247}",30,3,10.054773951332207,"{0: 24, 1: 2, 2: 0, 3: 1, 4: 0}",1
468,False,"{'a': 0.002, 'e': 0.39297864775542996}",20,0,-29.583194283853047,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
469,False,"{'a': 0.002, 'e': 0.39219347589350495}",25,17,-23.646380550084736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
470,False,"{'a': 0.002, 'e': 0.3914098728060065}",30,13,-3.2574008581186047,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
471,False,"{'a': 0.002, 'e': 0.3906278353585211}",20,12,-8.203463076101595,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
472,False,"{'a': 0.002, 'e': 0.38984736042289797}",30,15,-5.629714326269534,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
473,False,"{'a': 0.002, 'e': 0.3890684448772363}",25,2,8.015357999564129,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.002, 'e': 0.38829108560587294}",20,8,-24.049793349243902,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
475,False,"{'a': 0.002, 'e': 0.3875152794993697}",30,4,-114.52749817467446,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 2}",1
476,False,"{'a': 0.002, 'e': 0.3867410234545012}",25,13,11.53168068562843,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.002, 'e': 0.3859683143742421}",25,0,-36.06232485652563,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
478,False,"{'a': 0.002, 'e': 0.38519714916775516}",20,12,-21.47873470946331,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
479,False,"{'a': 0.002, 'e': 0.3844275247503785}",30,17,-35.41851293683607,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
480,False,"{'a': 0.002, 'e': 0.38365943804361335}",25,0,2.291386495856753,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
481,False,"{'a': 0.002, 'e': 0.38289288597511206}",20,5,-51.201054647204224,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
482,False,"{'a': 0.002, 'e': 0.38212786547866506}",20,15,10.292741285703498,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.002, 'e': 0.38136437349418956}",20,5,19.775659917690742,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.002, 'e': 0.38060240696771647}",30,12,-66.20111230046507,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
485,False,"{'a': 0.002, 'e': 0.3798419628513787}",20,15,1.4058063277977944,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.002, 'e': 0.37908303810339883}",20,15,-0.13458418742036993,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.002, 'e': 0.3783256296880768}",25,5,-3.0101134266717122,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
488,False,"{'a': 0.002, 'e': 0.37756973457577797}",20,6,13.071789601446966,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.002, 'e': 0.37681534974292086}",30,7,17.533391872349597,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.002, 'e': 0.37606247217196515}",30,8,11.442149901180187,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
491,False,"{'a': 0.002, 'e': 0.37531109885139957}",20,11,14.721331458041636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.002, 'e': 0.3745612267757298}",30,3,-76.42473343217011,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 2}",1
493,False,"{'a': 0.002, 'e': 0.3738128529454665}",20,0,9.949562723596024,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
494,False,"{'a': 0.002, 'e': 0.3730659743671134}",20,0,-24.613135286799253,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
495,False,"{'a': 0.002, 'e': 0.3723205880531552}",20,1,5.776680906253158,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
496,False,"{'a': 0.002, 'e': 0.3715766910220457}",30,13,6.398174861079179,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
497,False,"{'a': 0.002, 'e': 0.37083428029819565}",30,0,-34.54966799774676,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
498,False,"{'a': 0.002, 'e': 0.37009335291196127}",30,12,7.7168984087770625,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
499,False,"{'a': 0.002, 'e': 0.369353905899632}",20,5,-39.84084958115705,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
500,False,"{'a': 0.002, 'e': 0.3686159363034188}",25,14,6.124196738735562,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.002, 'e': 0.36787944117144233}",20,11,14.984664467773065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.002, 'e': 0.36714441755772104}",25,18,14.249633013183654,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.002, 'e': 0.3664108625221595}",25,14,-3.6504234885241362,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.002, 'e': 0.36567877313053654}",20,0,10.276100568329408,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.002, 'e': 0.36494814645449375}",30,0,1.6522774328281173,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
506,False,"{'a': 0.002, 'e': 0.3642189795715233}",30,13,-13.120710306260275,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
507,False,"{'a': 0.002, 'e': 0.3634912695649568}",20,13,-40.03014563366106,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
508,False,"{'a': 0.002, 'e': 0.36276501352395324}",25,18,3.2310895475797663,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.002, 'e': 0.36204020854348745}",25,10,10.711546063995884,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.002, 'e': 0.36131685172433853}",25,7,1.3567006327933773,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
511,False,"{'a': 0.002, 'e': 0.3605949401730783}",25,1,-2.6642326223975825,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
512,False,"{'a': 0.002, 'e': 0.35987447100205955}",25,2,-4.849486398766091,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
513,False,"{'a': 0.002, 'e': 0.3591554413294046}",20,7,-34.30248201879495,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
514,False,"{'a': 0.002, 'e': 0.3584378482789939}",25,0,13.449371642329124,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
515,False,"{'a': 0.002, 'e': 0.3577216889804542}",25,0,-4.7906209700742535,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
516,False,"{'a': 0.002, 'e': 0.3570069605691474}",35,12,19.057756110898108,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.002, 'e': 0.3562936601861588}",25,2,0.20496301432030006,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
518,False,"{'a': 0.002, 'e': 0.35558178497828613}",35,17,23.792606587272243,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.002, 'e': 0.3548713320980274}",20,0,10.634321099117418,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.002, 'e': 0.35416229870357024}",20,0,26.263377032684318,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
521,False,"{'a': 0.002, 'e': 0.35345468195878016}",20,16,6.463024637561074,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.002, 'e': 0.3527484790331891}",20,14,-11.90855138292025,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
523,False,"{'a': 0.002, 'e': 0.3520436871019846}",25,0,-18.502116220986107,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
524,False,"{'a': 0.002, 'e': 0.3513403033459978}",30,12,15.180154072340748,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.35063832495169295}",20,0,18.662781587072075,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
526,False,"{'a': 0.002, 'e': 0.3499377491111553}",30,16,-40.96553098680914,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
527,False,"{'a': 0.002, 'e': 0.3492385730220808}",35,11,-27.073415180152246,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 1}",1
528,False,"{'a': 0.002, 'e': 0.348540793887764}",25,0,-78.36200839447592,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
529,False,"{'a': 0.002, 'e': 0.3478444089170874}",35,12,-76.7696045341701,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 1}",1
530,False,"{'a': 0.002, 'e': 0.3471494153245103}",25,16,15.49417848331973,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.002, 'e': 0.3464558103300574}",20,0,-10.990028651025801,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
532,False,"{'a': 0.002, 'e': 0.34576359115930777}",25,7,9.492022480482511,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
533,False,"{'a': 0.002, 'e': 0.34507275504338375}",35,24,-32.86503059357665,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
534,False,"{'a': 0.002, 'e': 0.34438329921894}",30,0,-57.39911318925319,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",1
535,False,"{'a': 0.002, 'e': 0.34369522092815236}",25,0,14.925529941704372,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
536,False,"{'a': 0.002, 'e': 0.34300851741870664}",30,0,-2.586341259628077,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
537,False,"{'a': 0.002, 'e': 0.34232318594378797}",25,0,15.452255808631682,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
538,False,"{'a': 0.002, 'e': 0.34163922376206945}",20,13,7.780168265306864,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.002, 'e': 0.34095662813770156}",30,0,-44.56384842690328,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
540,False,"{'a': 0.002, 'e': 0.3402753963403008}",25,14,-10.865311687754117,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.3395955256449391}",30,0,1.563380573068868,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
542,False,"{'a': 0.002, 'e': 0.3389170133321328}",30,3,-35.94785995581624,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.3382398566878317}",25,11,7.63921911968494,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
544,False,"{'a': 0.002, 'e': 0.33756405300340836}",25,13,-43.13504070517719,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
545,False,"{'a': 0.002, 'e': 0.33688959957564707}",20,6,-21.239510089949437,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
546,False,"{'a': 0.002, 'e': 0.3362164937067333}",20,0,-16.29217398298023,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",25,7,-8.6944063299928,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",20,7,8.051684211636164,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",30,0,-53.57575538223863,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",1
550,False,"{'a': 0.002, 'e': 0.3335374920516932}",20,8,16.32652034545005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.002, 'e': 0.33287108369807955}",20,9,18.12492449248,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.33220600682924445}",30,10,8.226763775862603,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.3315422587848797}",20,4,-0.6475103623696019,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
554,False,"{'a': 0.002, 'e': 0.33087983690999206}",20,0,24.655368515207964,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
555,False,"{'a': 0.002, 'e': 0.3302187385548933}",20,5,12.37399229361952,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.32955896107518906}",20,0,-11.093086890637034,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
557,False,"{'a': 0.002, 'e': 0.3289005018317685}",25,0,-18.639314251586278,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
558,False,"{'a': 0.002, 'e': 0.32824335819079375}",25,19,-3.5396556098000014,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.002, 'e': 0.3275875275236895}",30,0,-22.141234490874396,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
560,False,"{'a': 0.002, 'e': 0.3269330072071321}",25,13,20.45108284132674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.002, 'e': 0.32627979462303947}",35,19,-1.9799686998528474,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.32562788715856034}",20,3,-14.888847696546918,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
563,False,"{'a': 0.002, 'e': 0.324977282206064}",20,11,6.939216363595639,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.002, 'e': 0.3243279771631298}",20,4,3.8185037265092348,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.3236799694325367}",20,5,11.37364440361143,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3230332564222529}",30,9,-3.6090847133651947,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
567,False,"{'a': 0.002, 'e': 0.3223878355454255}",20,0,7.101468599491841,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
568,False,"{'a': 0.002, 'e': 0.32174370422037013}",25,8,-1.9302898588165727,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
569,False,"{'a': 0.002, 'e': 0.32110085987056064}",20,16,7.603335362602597,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.002, 'e': 0.32045929992461875}",30,12,-7.037214177482445,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31981902181630384}",30,5,-56.07630149658431,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",1
572,False,"{'a': 0.002, 'e': 0.31918002298450265}",20,13,-27.90196575018318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
573,False,"{'a': 0.002, 'e': 0.31854230087321894}",20,11,-35.557327299961635,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
574,False,"{'a': 0.002, 'e': 0.3179058529315635}",30,7,-6.397272158530525,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
575,False,"{'a': 0.002, 'e': 0.3172706766137436}",25,5,-50.55215373436336,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
576,False,"{'a': 0.002, 'e': 0.31663676937905316}",20,2,-23.613012583992628,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
577,False,"{'a': 0.002, 'e': 0.31600412869186245}",25,9,18.153537762568092,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.31537275202160797}",30,12,-32.690075776809984,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.3147426368427819}",20,14,-28.196134665086,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
580,False,"{'a': 0.002, 'e': 0.31411378063492296}",30,17,4.252420941623774,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,0,0.001651657454312172,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
582,False,"{'a': 0.002, 'e': 0.3128598350754292}",25,17,-6.303580550225568,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
583,False,"{'a': 0.002, 'e': 0.31223474070801055}",25,15,19.216119115565842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.31161089527997105}",25,17,11.948263899633481,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.002, 'e': 0.3109882962959281}",25,5,24.663585918122667,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.31036694126548503}",25,0,17.05199565900087,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",20,7,3.9677021105215458,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.3091279531286804}",20,12,-19.451454309150773,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",30,19,20.75497090045527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",20,0,-9.014949259621934,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",20,0,21.78163054572317,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
592,False,"{'a': 0.002, 'e': 0.306664795271906}",25,0,-10.00719007585024,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",30,0,-32.8619620928811,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,6,18.909444770105488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",25,8,3.327690718592828,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",25,0,-7.90658861443287,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",20,0,25.308386276797023,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
