trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",20,9,9.65562556083526,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",25,9,29.080317843179017,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",25,5,32.075317585145726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",20,12,10.919211813607333,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",20,0,-18.432085348249736,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",20,0,26.577965891404943,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",30,16,24.07351979678373,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",25,0,41.517243392288194,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",30,18,22.623341653324708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",20,9,14.610198952333556,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07886639979067495}",25,6,-43.689016956613216,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
1272,False,"{'a': 0.002, 'e': 0.07870882461879052}",30,16,24.301273405227477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.002, 'e': 0.07855156428230954}",20,12,-7.664273280680264,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1274,False,"{'a': 0.002, 'e': 0.0783946181521904}",25,13,22.159942145300015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07823798560064842}",20,10,19.31093918857407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.002, 'e': 0.07808166600115313}",25,16,12.127113083320618,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.002, 'e': 0.077925658728426}",30,16,-0.18268253667425505,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07776996315843764}",20,15,11.201901808290756,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.002, 'e': 0.07761457866840563}",20,10,-2.8880019561191705,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07745950463679176}",20,14,12.687733763554489,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07730474044329974}",30,16,23.929154009495946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07715028546887258}",25,0,38.44133333736636,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1283,False,"{'a': 0.002, 'e': 0.07699613909569011}",20,10,12.977897317045324,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.002, 'e': 0.07684230070716673}",20,12,11.445970665783992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.0766887696879486}",30,12,-19.105444461391833,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1286,False,"{'a': 0.002, 'e': 0.07653554542391151}",25,8,-9.370140852960693,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07638262730215813}",20,13,13.489829589763678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.07623001471101583}",30,10,34.30256319618586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07607770704003398}",20,2,28.537063119849066,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.002, 'e': 0.07592570367998178}",20,8,20.892348470195337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.002, 'e': 0.07577400402284548}",25,9,27.011269825003566,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07562260746182634}",30,5,29.107260356844144,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07547151339133784}",20,8,-1.40328624825759,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07532072120700357}",20,12,15.270655919996216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.002, 'e': 0.07517023030565453}",20,5,18.577172249853664,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07502004008532698}",30,12,16.804800179840484,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07487014994525974}",20,0,32.40889359139093,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1298,False,"{'a': 0.002, 'e': 0.07472055928589216}",20,0,15.872857608837059,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07457126750886131}",20,3,11.854451534960793,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1300,False,"{'a': 0.002, 'e': 0.07442227401699995}",30,19,-11.005647446464982,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.07427357821433388}",25,16,17.25892403805155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.002, 'e': 0.0741251795060797}",20,11,16.93281947954261,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.07397707729864236}",20,0,8.111421400599806,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1304,False,"{'a': 0.002, 'e': 0.0738292709996129}",20,9,-0.9508157049366663,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1305,False,"{'a': 0.002, 'e': 0.07368176001776583}",30,12,29.954185550885786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.002, 'e': 0.0735345437630571}",20,12,14.790281183550235,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.002, 'e': 0.07338762164662144}",30,19,-21.516923951968792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1308,False,"{'a': 0.002, 'e': 0.07324099308077024}",20,3,25.305041544579215,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.002, 'e': 0.07309465747898901}",35,15,32.737390989825926,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07294861425593517}",20,16,8.95832934534133,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07280286282743559}",20,0,31.564633561056286,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1312,False,"{'a': 0.002, 'e': 0.07265740261048442}",25,4,33.403954809892596,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.002, 'e': 0.07251223302324053}",25,17,17.192777599017216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.002, 'e': 0.07236735348502546}",25,17,14.790217587016702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.002, 'e': 0.07222276341632078}",25,9,30.049481920501833,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.002, 'e': 0.0720784622387661}",20,8,18.3981301159524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07193444937515645}",30,16,-25.701973318585146,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1318,False,"{'a': 0.002, 'e': 0.07179072424944025}",20,9,23.52801360227359,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.002, 'e': 0.07164728628671672}",25,5,31.928892048678616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.0715041349132339}",20,6,10.535595793962084,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07136126955638605}",20,0,22.562630001892614,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1322,False,"{'a': 0.002, 'e': 0.0712186896447116}",20,10,17.90776086185002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.002, 'e': 0.07107639460789066}",20,14,12.931980389664353,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.002, 'e': 0.07093438387674295}",30,20,19.766627177038373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.002, 'e': 0.0707926568832253}",30,16,30.45004192061318,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",20,14,13.170224941588732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.002, 'e': 0.0705100518425803}",35,24,20.525184163101088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07036917266503243}",20,14,11.023896185477671,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07022857496426901}",25,20,7.184298779209789,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.07008825817789911}",20,16,8.634040998703755,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.002, 'e': 0.06994822174465536}",20,0,19.8212308107188,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1332,False,"{'a': 0.002, 'e': 0.06980846510439187}",20,1,29.558095497919698,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06966898769808184}",25,11,15.326736542907359,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.002, 'e': 0.06952978896781553}",35,16,30.238478767225043,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.06939086835679777}",20,1,-0.5092234130127926,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1336,False,"{'a': 0.002, 'e': 0.069252225309346}",25,11,24.947185556847465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.002, 'e': 0.06911385927088774}",20,11,16.55734791271121,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.002, 'e': 0.06897576968795878}",20,12,-26.26217213624564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1339,False,"{'a': 0.002, 'e': 0.06883795600820049}",20,9,-20.246670121456525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1340,False,"{'a': 0.002, 'e': 0.06870041768035806}",30,3,9.843293835605346,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",1
1341,False,"{'a': 0.002, 'e': 0.06856315415427791}",20,11,20.55873287486963,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06842616488090583}",20,13,13.760312570290331,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06828944931228448}",20,6,27.035481933903817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06815300690155146}",20,8,8.482375091853951,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1345,False,"{'a': 0.002, 'e': 0.06801683710293688}",20,14,9.142729113693173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.002, 'e': 0.06788093937176144}",30,23,11.646537059223908,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.002, 'e': 0.06774531316443397}",20,10,19.50402635765162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.002, 'e': 0.0676099579384495}",25,7,20.736041077836376,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1349,False,"{'a': 0.002, 'e': 0.0674748731523869}",20,4,22.906317082804975,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06734005826590692}",30,12,19.6203397084776,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06720551273974976}",25,16,10.214754288866306,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.002, 'e': 0.06707123603573319}",25,17,16.339446838094286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06693722761675015}",20,6,22.25044123066589,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.002, 'e': 0.06680348694676687}",25,17,12.241700843576387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.002, 'e': 0.06667001349082043}",30,15,-26.84565882949454,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1356,False,"{'a': 0.002, 'e': 0.06653680671501686}",20,14,8.427051467803361,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.002, 'e': 0.06640386608652883}",30,18,10.844384608449989,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1358,False,"{'a': 0.002, 'e': 0.06627119107359372}",20,10,18.25626216667474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.002, 'e': 0.06613878114551125}",20,9,8.311761936585846,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1360,False,"{'a': 0.002, 'e': 0.06600663577264156}",25,0,27.879642032653464,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1361,False,"{'a': 0.002, 'e': 0.06587475442640295}",35,20,23.86065923746579,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.002, 'e': 0.0657431365792699}",20,8,16.51696325067094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.002, 'e': 0.0656117817047708}",20,3,14.541758552310965,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1364,False,"{'a': 0.002, 'e': 0.06548068927748603}",25,10,30.661241134980315,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.002, 'e': 0.06534985877304565}",30,20,18.816677208645903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.002, 'e': 0.06521928966812753}",20,6,26.64378044850092,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.002, 'e': 0.065088981440455}",25,4,29.547497103228814,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.002, 'e': 0.06495893356879505}",30,16,-10.603391694262816,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1369,False,"{'a': 0.002, 'e': 0.06482914553295596}",20,12,4.441057843912655,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1370,False,"{'a': 0.002, 'e': 0.06469961681378547}",20,0,25.453930046436906,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1371,False,"{'a': 0.002, 'e': 0.06457034689316847}",25,1,34.21688912272973,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.002, 'e': 0.06444133525402518}",25,19,11.627490788520078,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.002, 'e': 0.06431258138030878}",30,11,36.15429435790687,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.002, 'e': 0.06418408475700368}",20,11,-28.71746457541923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1375,False,"{'a': 0.002, 'e': 0.06405584487012317}",20,8,15.218095713814051,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.002, 'e': 0.06392786120670757}",25,14,21.490504556033812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.002, 'e': 0.063800133254822}",20,8,12.478379168096202,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1378,False,"{'a': 0.002, 'e': 0.06367266050355457}",20,6,-20.09189840399845,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1379,False,"{'a': 0.002, 'e': 0.063545442443014}",35,19,18.122239238744285,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1380,False,"{'a': 0.002, 'e': 0.06341847856432796}",20,9,21.763405844367576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.002, 'e': 0.0632917683596407}",20,14,9.919034925104263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.002, 'e': 0.06316531132211131}",25,10,25.763229407809764,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.002, 'e': 0.0630391069459114}",25,17,11.691725340169468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.002, 'e': 0.06291315472622334}",35,19,18.261209081820798,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1385,False,"{'a': 0.002, 'e': 0.06278745415923806}",25,18,13.681651465741634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.002, 'e': 0.06266200474215315}",25,9,29.345154630290832,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.002, 'e': 0.06253680597317074}",25,8,27.5074835731766,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.002, 'e': 0.06241185735149562}",35,14,25.075895247137968,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.002, 'e': 0.0622871583773331}",20,12,12.087409289943015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.002, 'e': 0.062162708551887165}",20,14,8.890399681345688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.002, 'e': 0.06203850737735829}",20,5,22.111575326961866,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.002, 'e': 0.061914554356941674}",25,6,-33.885888733632434,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
1393,False,"{'a': 0.002, 'e': 0.061790848994825016}",30,19,20.036661101983487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.002, 'e': 0.061667390796186744}",30,5,3.472707525269905,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
1395,False,"{'a': 0.002, 'e': 0.06154417926719386}",20,2,17.7715792166711,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1396,False,"{'a': 0.002, 'e': 0.06142121391500013}",20,13,11.439175086948856,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.002, 'e': 0.061298494247743925}",20,12,13.912038523303805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.002, 'e': 0.06117601977454647}",35,1,55.53223335143872,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.002, 'e': 0.06105379000550965}",20,12,-0.6302508951725587,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1400,False,"{'a': 0.002, 'e': 0.06093180445171429}",20,11,8.335610896062107,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.002, 'e': 0.06081006262521795}",25,12,23.641385052220933,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.002, 'e': 0.06068856403905322}",35,20,15.295020870844613,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1403,False,"{'a': 0.002, 'e': 0.060567308207225536}",25,15,17.29509518499672,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.002, 'e': 0.06044629464471146}",20,10,15.531433866670904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.002, 'e': 0.06032552286745654}",25,8,28.970896232193752,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.002, 'e': 0.06020499239237354}",30,18,23.023660624261172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.002, 'e': 0.06008470273734036}",20,8,20.758330606254965,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.002, 'e': 0.05996465342119827}",20,6,26.526238041635185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.002, 'e': 0.059844843963749825}",20,13,12.65216239349141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.002, 'e': 0.05972527388575699}",30,24,11.33869598448248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.002, 'e': 0.05960594270893937}",30,18,26.290194046305732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.002, 'e': 0.05948684995597202}",20,2,23.291751585153417,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.002, 'e': 0.05936799515048385}",20,5,26.447742539126537,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.002, 'e': 0.0592493778170554}",20,15,9.006229240239678,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.002, 'e': 0.05913099748121725}",20,9,21.435412717667045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.002, 'e': 0.05901285366944784}",25,17,14.167672366154994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.002, 'e': 0.05889494590917182}",25,1,23.44361558669115,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1418,False,"{'a': 0.002, 'e': 0.058777273728757934}",20,8,20.985057089385595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.002, 'e': 0.05865983665751736}",25,0,38.21456570481617,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.002, 'e': 0.0585426342257016}",20,16,7.7330296918548855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.002, 'e': 0.05842566596450083}",30,17,25.014024827431882,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.002, 'e': 0.05830893140604179}",20,16,9.06776461806496,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.002, 'e': 0.05819243008338615}",20,11,19.199567097199665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.002, 'e': 0.0580761615305284}",35,15,33.975956729297955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.002, 'e': 0.057960125282394234}",20,0,32.81299137311585,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1426,False,"{'a': 0.002, 'e': 0.057844320874838456}",20,6,22.713518333132257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.002, 'e': 0.05772874784464333}",20,4,29.90345484860363,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.002, 'e': 0.05761340572951652}",35,13,-1.3594173423571645,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1429,False,"{'a': 0.002, 'e': 0.057498294068089484}",25,5,35.313244072846516,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.002, 'e': 0.05738341239991535}",25,9,27.83723777102449,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.002, 'e': 0.05726876026546736}",20,6,22.55539631408084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.002, 'e': 0.05715433720613676}",25,10,27.43522783468627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.002, 'e': 0.057040142764231215}",20,8,17.25066699016879,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.002, 'e': 0.056926176482972754}",25,0,38.05994992315887,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.002, 'e': 0.056812437906496156}",20,1,28.576398867049512,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.002, 'e': 0.0566989265798469}",30,19,9.712617414856926,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1437,False,"{'a': 0.002, 'e': 0.056585642048979604}",25,0,28.543003085638723,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1438,False,"{'a': 0.002, 'e': 0.05647258386075591}",25,14,18.565845583100764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.002, 'e': 0.05635975156294299}",20,11,21.00462162618107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.002, 'e': 0.05624714470421144}",20,13,11.701656865117387,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.002, 'e': 0.056134762834133725}",20,14,13.31441203810221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.002, 'e': 0.05602260550318217}",25,8,29.844914522066343,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.002, 'e': 0.055910672262727355}",20,12,4.500324675480458,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
